timestamp,;location_id;traffic_volume;avg_vehicle_speed;vehicle_count_cars;vehicle_count_trucks;vehicle_count_bikes;weather_condition;temperature;humidity;accident_reported;signal_status;
01/01/2024;17.50.00;5;595;31.909.464.476.320.900;439;96;21;Cloudy;2.987.718.651.650.640;4.631.075.603.905.210;0;Yellow
01/01/2024;17.51.00;3;90;29.893.086.593.908.300;887;11;12;Windy;10.331.713.521.521.800;887.480.350.510.635;0;Yellow
01/01/2024;17.52.00;3;356;3.439.936.183.219.740;487;33;46;Foggy;23.695.289.618.120.000;46.225.104.624.134.600;0;Red
01/01/2024;17.53.00;3;992;62.607.958.433.872.200;839;70;22;Rainy;28.582.479.307.674.400;7.156.244.106.860.640;0;Red
01/01/2024;17.54.00;5;387;3.637.699.968.388.920;38;74;28;Cloudy;15.423.580.635.183.300;4.520.722.163.222.180;0;Yellow
01/01/2024;17.55.00;1;363;404.855.161.762.579;384;30;21;Foggy;11.529.293.879.148.500;5.138.193.559.926.220;0;Green
01/01/2024;17.56.00;5;124;4.692.672.823.967.680;319;92;0;Foggy;13.897.973.397.661.300;4.147.673.927.381.380;0;Red
01/01/2024;17.57.00;5;328;7.479.396.082.528.730;26;61;28;Sunny;21.046.202.179.346.400;813.780.116.218.287;0;Green
01/01/2024;17.58.00;3;225;31.363.605.073.090.700;780;12;47;Cloudy;2.265.928.551.890.650;8.295.892.582.917.020;0;Green
01/01/2024;17.59.00;2;945;20.301.593.156.588.100;447;30;4;Windy;1.952.212.805.271.920;47.814.750.474.925.800;0;Yellow
01/01/2024;18.00.00;1;711;2.360.578.462.269.020;136;1;34;Foggy;20.999.344.176.059.500;794.153.894.502.378;0;Yellow
01/01/2024;18.01.00;3;322;7.428.598.050.080.700;599;14;9;Foggy;21.755.873.990.232.000;51.494.499.002.219.000;0;Yellow
01/01/2024;18.02.00;2;886;58.850.987.890.601.700;526;56;18;Rainy;29.235.916.540.027.400;35.941.165.373.709.400;0;Green
01/01/2024;18.03.00;2;669;36.382.437.159.668.400;565;74;36;Sunny;1.263.104.745.194.130;7.548.458.383.752.440;0;Yellow
01/01/2024;18.04.00;4;700;30.631.550.060.671.400;725;33;6;Foggy;292.237.616.789.849;6.578.677.493.393.060;0;Yellow
01/01/2024;18.05.00;1;911;3.765.600.419.822.680;344;67;45;Foggy;27.215.682.557.374.900;4.646.294.662.024.500;0;Green
01/01/2024;18.06.00;2;832;26.887.815.635.076.800;74;74;34;Windy;28.541.520.236.907.900;45.179.984.430.710.800;0;Green
01/01/2024;18.07.00;3;908;7.649.197.461.706.640;797;28;44;Windy;2.836.170.964.688.300;8.853.740.222.893.920;0;Green
01/01/2024;18.08.00;4;980;6.705.237.046.191.600;61;65;12;Rainy;21.764.795.395.044.500;8.175.006.245.358.540;0;Green
01/01/2024;18.09.00;1;338;4.774.347.061.475.240;316;15;9;Rainy;15.285.004.614.022.500;7.858.789.976.242.580;0;Red
01/01/2024;18.10.00;5;773;7.189.775.630.691.210;250;38;1;Rainy;234.157.226.075.451;37.681.062.518.499.900;0;Yellow
01/01/2024;18.11.00;3;942;3.496.749.225.759.390;472;76;5;Windy;3.394.955.134.022.740;7.531.123.645.489.560;0;Red
01/01/2024;18.12.00;2;321;6.302.723.410.833.160;413;36;7;Windy;24.713.142.034.834.000;4.287.241.327.219.710;1;Green
01/01/2024;18.13.00;2;979;7.136.794.994.082.460;541;80;35;Sunny;10.276.178.630.319.400;8.864.333.659.249.440;0;Green
01/01/2024;18.14.00;3;115;41.406.122.697.396.300;377;20;24;Cloudy;11.492.772.621.909.700;3.312.535.127.773.540;0;Green
01/01/2024;18.15.00;2;532;6.544.786.672.704.300;463;43;43;Cloudy;3.482.158.584.008.880;5.112.830.901.361.460;0;Green
01/01/2024;18.16.00;4;985;3.770.434.095.585.850;147;18;46;Sunny;11.798.658.980.986.000;5.571.887.044.672.290;1;Green
01/01/2024;18.17.00;1;297;3.793.142.811.554.180;710;70;39;Cloudy;11.151.129.001.122.400;7.945.217.469.373.520;0;Yellow
01/01/2024;18.18.00;4;205;26.423.430.713.251.100;424;7;6;Windy;18.825.606.733.966.300;7.597.336.908.024.270;0;Red
01/01/2024;18.19.00;2;96;4.640.348.279.056.390;411;76;45;Cloudy;34.232.930.081.733.400;5.249.952.869.679.530;0;Red
01/01/2024;18.20.00;5;984;6.378.271.438.984.530;212;65;22;Windy;1.796.687.884.332.160;6.393.361.760.748.240;0;Yellow
01/01/2024;18.21.00;1;503;764.132.483.342.771;623;40;18;Sunny;20.247.103.271.881.700;8.013.570.981.646.380;0;Yellow
01/01/2024;18.22.00;1;250;56.227.819.515.745.700;762;74;45;Rainy;25.851.926.530.214.100;31.091.975.529.063.100;0;Yellow
01/01/2024;18.23.00;3;709;7.178.813.226.414.430;97;87;21;Sunny;10.602.795.983.159.900;7.813.068.597.146.830;0;Red
01/01/2024;18.24.00;3;173;6.934.967.895.741.360;104;69;12;Cloudy;324.440.894.379.797;8.681.376.152.052.250;0;Red
01/01/2024;18.25.00;5;50;3.040.058.317.851.680;49;60;20;Windy;229.860.754.388.608;3.192.387.128.905.020;0;Green
01/01/2024;18.26.00;1;808;4.914.904.573.475.780;744;25;0;Cloudy;2.167.027.265.010.140;3.273.485.922.469.090;0;Red
01/01/2024;18.27.00;5;904;2.701.541.213.152.340;68;70;18;Cloudy;3.151.816.655.516.570;5.067.084.033.396.120;0;Red
01/01/2024;18.28.00;3;689;609.291.896.936.981;796;82;32;Rainy;3.382.691.473.395.050;35.266.173.826.060.400;0;Yellow
01/01/2024;18.29.00;3;240;7.699.398.009.476.450;164;69;3;Cloudy;2.058.563.079.117.080;5.875.656.481.763.320;0;Red
01/01/2024;18.30.00;1;628;2.822.536.748.472.530;88;28;41;Rainy;14.311.026.982.330.700;7.372.264.110.538.670;0;Green
01/01/2024;18.31.00;4;565;6.403.298.784.815.240;77;65;2;Windy;30.392.731.750.051.800;6.401.395.410.190.900;0;Red
01/01/2024;18.32.00;2;491;57.934.289.052.071.600;716;18;26;Windy;20.081.510.530.562.100;4.178.591.454.436.440;0;Yellow
01/01/2024;18.33.00;3;970;5.501.630.222.048.590;593;67;40;Rainy;33.388.638.487.794.100;6.928.867.800.182.140;0;Yellow
01/01/2024;18.34.00;3;864;4.340.721.408.130.030;498;57;34;Sunny;3.374.747.459.577.450;7.109.126.875.073.490;0;Green
01/01/2024;18.35.00;4;855;4.130.789.886.522.870;839;69;27;Windy;12.870.725.793.034.200;8.594.675.734.110.080;0;Green
01/01/2024;18.36.00;4;192;22.714.951.341.133.200;464;56;5;Sunny;3.391.384.918.332.120;3.880.781.384.262.290;0;Red
01/01/2024;18.37.00;5;240;3.307.452.249.512.080;315;36;5;Windy;19.206.758.136.128.000;715.401.698.945.834;0;Green
01/01/2024;18.38.00;5;582;20.910.612.937.209.600;697;60;43;Windy;2.615.631.294.142.970;8.468.563.313.118.880;0;Green
01/01/2024;18.39.00;2;276;54.885.026.334.921.200;190;91;22;Foggy;1.086.875.204.335.110;6.009.384.919.923.800;0;Yellow
01/01/2024;18.40.00;2;362;2.635.119.415.267.450;594;29;32;Cloudy;3.222.210.685.209.580;51.707.980.791.783.300;0;Yellow
01/01/2024;18.41.00;1;678;7.238.116.364.178.290;166;70;15;Cloudy;2.603.993.323.362.160;4.024.496.965.326.940;0;Red
01/01/2024;18.42.00;5;998;5.138.858.124.182.990;503;72;23;Sunny;2.608.886.167.391.040;8.200.721.318.938.540;1;Red
01/01/2024;18.43.00;3;351;61.981.394.543.522.500;325;24;4;Cloudy;325.544.039.994.371;53.654.782.490.435.600;0;Red
01/01/2024;18.44.00;5;703;4.465.142.551.042.970;692;96;40;Sunny;22.708.679.372.683.500;8.549.294.659.606.150;0;Red
01/01/2024;18.45.00;3;509;5.363.478.854.006.290;672;64;41;Windy;20.262.916.009.063.700;8.086.549.788.784.650;0;Yellow
01/01/2024;18.46.00;4;450;7.655.955.061.799.780;865;5;12;Foggy;31.653.218.807.307.900;52.598.391.107.831.700;0;Red
01/01/2024;18.47.00;5;600;24.964.042.377.420.200;628;17;46;Foggy;28.560.512.796.784.900;6.443.485.853.677.570;0;Red
01/01/2024;18.48.00;4;442;3.523.626.631.542.170;465;9;11;Windy;33.724.391.624.122.500;31.630.442.177.635.200;1;Green
01/01/2024;18.49.00;2;916;6.679.929.961.463.260;240;91;4;Rainy;33.503.047.332.763.300;4.579.328.417.202.800;0;Red
01/01/2024;18.50.00;2;813;25.924.232.412.959.900;574;10;36;Rainy;1.955.815.411.400.600;7.261.637.091.415.490;0;Green
01/01/2024;18.51.00;1;894;24.539.666.234.246.600;823;96;30;Cloudy;21.174.657.253.535.400;7.067.465.675.077.600;0;Yellow
01/01/2024;18.52.00;5;256;41.692.483.925.242.300;397;64;27;Sunny;1.639.962.384.476.940;5.120.216.757.250.500;0;Red
01/01/2024;18.53.00;4;259;2.553.007.750.834.590;639;76;27;Foggy;2.651.619.722.846.410;785.164.819.145.674;0;Green
01/01/2024;18.54.00;3;164;55.104.706.532.372.100;285;83;29;Cloudy;19.113.549.252.222.100;44.150.163.113.992.200;0;Red
01/01/2024;18.55.00;2;786;3.357.651.504.899.590;114;64;17;Windy;29.652.516.165.191.700;576.762.319.891.363;0;Green
01/01/2024;18.56.00;2;695;7.374.187.779.196.230;281;51;43;Foggy;13.038.769.018.272.700;58.351.838.118.654.000;0;Red
01/01/2024;18.57.00;3;300;670.100.048.507.154;844;66;26;Sunny;12.910.071.279.143.600;5.044.900.613.220.100;0;Yellow
01/01/2024;18.58.00;4;268;6.198.231.236.596.850;90;81;34;Sunny;15.111.384.535.484.900;8.727.996.606.751.000;0;Yellow
01/01/2024;18.59.00;4;456;57.016.641.643.070.100;238;77;25;Rainy;12.107.304.710.935.300;7.180.104.201.090.600;0;Green
01/01/2024;19.00.00;5;492;718.079.438.204.878;552;30;38;Cloudy;2.550.079.019.195.580;6.235.196.011.963.800;0;Green
01/01/2024;19.01.00;5;652;3.338.372.369.256.540;111;90;48;Windy;13.683.819.150.418.400;6.063.090.560.331.890;0;Yellow
01/01/2024;19.02.00;1;403;7.238.653.056.585.360;146;16;17;Foggy;13.999.072.936.691.300;3.955.776.554.826.570;0;Red
01/01/2024;19.03.00;2;937;6.736.953.790.544.310;99;54;32;Sunny;1.035.570.559.322.910;5.233.121.382.408.580;0;Green
01/01/2024;19.04.00;5;607;6.488.964.958.326.110;843;92;24;Foggy;29.552.250.365.590.200;7.036.639.888.374.640;0;Yellow
01/01/2024;19.05.00;4;599;53.675.340.684.495.400;257;35;30;Windy;30.307.401.385.587.000;8.547.421.318.120.400;0;Green
01/01/2024;19.06.00;3;191;34.774.649.658.236;391;25;36;Foggy;14.050.560.409.110.900;7.898.784.356.351.030;0;Yellow
01/01/2024;19.07.00;4;661;4.541.287.495.951.370;505;52;1;Cloudy;28.488.110.856.680.600;4.802.338.823.759.820;0;Yellow
01/01/2024;19.08.00;2;550;6.761.423.927.232.800;713;16;32;Rainy;2.083.862.807.893.390;56.037.397.541.396.000;0;Green
01/01/2024;19.09.00;4;889;21.906.709.061.439.400;44;85;38;Foggy;15.989.872.074.134.700;3.497.505.124.276.760;0;Green
01/01/2024;19.10.00;1;751;6.692.304.615.582.540;175;24;42;Rainy;25.534.615.201.845.700;3.613.033.938.213.480;0;Yellow
01/01/2024;19.11.00;2;596;3.440.424.442.925.390;536;1;42;Windy;1.446.210.185.867.710;5.821.382.321.992.290;0;Red
01/01/2024;19.12.00;3;708;28.658.552.043.296.100;651;85;31;Rainy;28.922.090.191.325.800;6.181.316.440.902.600;0;Yellow
01/01/2024;19.13.00;1;591;2.694.207.909.081.810;808;4;17;Foggy;11.190.380.689.263.700;4.584.162.574.181.480;0;Red
01/01/2024;19.14.00;2;895;21.635.000.717.048.900;549;3;16;Foggy;3.397.827.332.319.780;6.856.696.135.115.640;1;Red
01/01/2024;19.15.00;3;556;5.141.518.911.328.710;729;35;33;Sunny;11.796.881.342.715.600;7.220.284.113.480.820;0;Red
01/01/2024;19.16.00;1;645;3.309.559.236.162.370;76;5;38;Foggy;24.486.210.481.217.200;4.794.696.789.671.740;0;Green
01/01/2024;19.17.00;1;930;793.659.059.467.779;624;20;6;Rainy;3.255.485.725.305.940;7.550.548.354.245.250;0;Yellow
01/01/2024;19.18.00;2;330;54.466.205.352.332.300;38;76;41;Sunny;10.297.611.721.196.200;42.336.295.142.348;0;Yellow
01/01/2024;19.19.00;5;473;28.273.116.161.360.600;403;88;34;Foggy;22.462.861.524.726.400;6.265.508.263.653.440;0;Red
01/01/2024;19.20.00;1;905;6.132.575.244.868.190;884;25;29;Foggy;18.750.174.107.767;782.568.656.137.304;0;Red
01/01/2024;19.21.00;1;319;7.386.461.399.058.350;212;54;11;Windy;2.450.830.475.644.770;6.222.054.514.095.330;0;Red
01/01/2024;19.22.00;3;203;6.471.076.972.217.680;256;38;34;Sunny;15.636.434.668.441.400;8.447.776.311.126.300;0;Yellow
01/01/2024;19.23.00;4;663;2.458.639.166.236.680;406;83;10;Windy;11.622.480.430.793.100;33.510.073.972.478.100;0;Red
01/01/2024;19.24.00;2;776;7.375.305.087.155.950;445;32;43;Windy;25.648.325.921.217.600;6.529.883.072.948.830;0;Yellow
01/01/2024;19.25.00;2;711;6.763.576.315.159.780;296;13;3;Windy;2.042.123.098.733.500;6.370.532.715.266.340;0;Yellow
01/01/2024;19.26.00;5;993;2.949.823.400.633.680;246;55;24;Cloudy;25.562.138.467.655.700;6.962.119.971.256.100;1;Green
01/01/2024;19.27.00;5;132;23.107.153.323.969.000;764;99;47;Windy;15.263.478.670.946.000;8.000.441.032.081.840;0;Red
01/01/2024;19.28.00;2;671;5.343.863.451.885.850;571;80;31;Rainy;18.468.531.573.837.000;7.355.118.506.030.370;0;Red
01/01/2024;19.29.00;5;996;29.362.148.680.398.600;342;20;19;Foggy;2.404.203.473.411.520;774.169.641.223.705;0;Red
01/01/2024;19.30.00;3;948;7.007.545.715.571.630;172;45;49;Cloudy;24.827.819.458.118.100;4.732.900.354.305.720;0;Green
01/01/2024;19.31.00;2;475;4.150.007.940.030.040;658;15;30;Windy;1.930.787.019.435.660;5.324.984.271.413.780;0;Red
01/01/2024;19.32.00;5;324;7.477.354.668.419.450;256;15;3;Foggy;17.001.330.140.413.900;6.760.661.844.277.380;0;Yellow
01/01/2024;19.33.00;2;762;5.394.129.032.846.030;74;83;37;Sunny;16.842.515.737.214.800;63.207.688.315.496.100;0;Red
01/01/2024;19.34.00;4;333;3.096.034.305.438.000;455;28;46;Sunny;1.436.748.378.552.240;8.766.623.249.823.210;0;Yellow
01/01/2024;19.35.00;1;222;28.375.932.041.588.000;703;91;0;Foggy;1.813.512.405.823.960;4.121.006.999.606.510;0;Yellow
01/01/2024;19.36.00;2;376;5.458.834.625.346.520;128;7;2;Rainy;149.860.084.253.305;51.076.702.347.068.500;0;Yellow
01/01/2024;19.37.00;1;767;6.571.301.671.174.660;885;87;36;Foggy;2.584.538.515.574.860;6.436.531.399.709.120;0;Yellow
01/01/2024;19.38.00;5;112;6.689.033.886.453.090;203;2;21;Foggy;24.226.674.956.052.200;8.207.782.619.616.910;0;Red
01/01/2024;19.39.00;1;122;3.654.544.426.647.680;387;88;16;Cloudy;19.564.720.591.773.000;857.609.114.814.595;0;Green
01/01/2024;19.40.00;2;812;3.225.480.553.473.000;217;18;13;Sunny;1.814.575.049.843.480;50.162.179.849.655.900;0;Green
01/01/2024;19.41.00;4;685;21.005.378.269.542.900;390;96;40;Sunny;15.940.355.004.866.000;340.265.076.915.811;0;Yellow
01/01/2024;19.42.00;5;424;6.075.194.907.207.010;392;65;34;Windy;23.386.457.723.983.500;55.297.181.875.331.100;0;Red
01/01/2024;19.43.00;2;682;24.594.095.506.012.300;516;78;12;Foggy;32.972.569.108.642.200;53.660.648.594.010.400;0;Green
01/01/2024;19.44.00;5;557;4.524.567.210.595.550;618;85;34;Foggy;2.714.257.628.472.340;8.918.922.407.578.130;0;Red
01/01/2024;19.45.00;3;836;56.100.929.841.097.700;220;73;42;Rainy;28.610.367.850.889.100;5.586.367.465.744.730;0;Green
01/01/2024;19.46.00;1;992;7.622.653.669.518.060;868;81;1;Sunny;30.859.446.591.410.100;48.343.379.958.193.700;0;Yellow
01/01/2024;19.47.00;3;447;38.708.128.217.346.100;528;21;46;Rainy;1.879.087.433.344.620;51.922.642.472.096.000;0;Yellow
01/01/2024;19.48.00;2;169;34.986.329.746.791.100;341;45;12;Cloudy;1.157.189.455.286.210;53.815.576.837.428.800;0;Yellow
01/01/2024;19.49.00;4;983;5.924.960.925.716.590;294;90;15;Windy;25.563.970.083.041.100;7.929.242.293.179.690;0;Green
01/01/2024;19.50.00;5;486;571.543.419.232.149;230;12;17;Rainy;14.716.807.280.700.800;3.486.089.356.987.580;0;Red
01/01/2024;19.51.00;1;878;3.992.658.699.848.740;523;32;6;Sunny;24.226.091.249.891.600;489.904.229.325.016;0;Yellow
01/01/2024;19.52.00;5;725;756.861.101.305.872;137;4;44;Cloudy;2.848.775.582.892.660;8.797.910.951.442.590;0;Red
01/01/2024;19.53.00;2;985;7.069.173.964.937.790;722;89;35;Foggy;29.590.957.553.695.900;39.186.150.287.928;0;Red
01/01/2024;19.54.00;5;514;3.343.895.275.190.480;573;76;40;Cloudy;17.545.978.006.187.800;745.560.792.919.554;0;Yellow
01/01/2024;19.55.00;1;335;3.434.855.272.607.130;61;26;29;Rainy;2.281.083.081.423.280;5.138.361.007.189.740;0;Green
01/01/2024;19.56.00;2;314;50.738.020.813.224.800;334;77;41;Sunny;25.524.127.406.929.800;6.490.713.157.167.150;0;Yellow
01/01/2024;19.57.00;5;369;6.641.432.610.384.320;807;23;40;Rainy;30.487.018.042.515.500;35.972.882.310.532.900;0;Yellow
01/01/2024;19.58.00;4;722;22.642.422.763.307.800;348;66;6;Foggy;29.034.716.627.623.600;4.838.470.004.123.670;0;Green
01/01/2024;19.59.00;2;425;616.001.092.240.824;36;62;14;Foggy;34.699.383.024.434.200;60.051.896.499.653.200;0;Red
01/01/2024;20.00.00;2;869;5.889.415.384.292.580;302;93;39;Sunny;10.202.116.913.250.200;439.020.394.905.515;0;Green
01/01/2024;20.01.00;4;138;338.888.057.547.793;277;98;18;Windy;20.937.236.021.578.300;6.251.219.658.318.910;0;Green
01/01/2024;20.02.00;3;703;60.881.180.794.480.900;594;47;42;Cloudy;16.401.112.159.403.100;43.185.558.843.762.900;1;Yellow
01/01/2024;20.03.00;1;252;7.641.099.147.512.490;593;62;36;Cloudy;12.997.334.678.621.800;6.900.603.315.903.320;0;Green
01/01/2024;20.04.00;3;870;2.280.715.069.830.610;631;77;1;Foggy;32.787.883.204.179.600;8.426.126.041.501.880;0;Green
01/01/2024;20.05.00;5;788;39.179.123.317.523.700;38;11;41;Rainy;3.494.905.165.239.210;3.512.931.824.109.420;0;Green
01/01/2024;20.06.00;4;383;4.629.060.299.998.130;548;27;47;Rainy;14.514.905.197.618.000;4.299.696.214.656.510;0;Red
01/01/2024;20.07.00;3;271;7.395.562.153.548.130;856;43;12;Windy;1.096.083.482.003.400;806.653.816.356.198;0;Red
01/01/2024;20.08.00;2;90;777.356.867.965.494;442;92;39;Rainy;1.687.636.119.201.250;6.789.320.912.651.740;0;Yellow
01/01/2024;20.09.00;5;757;46.646.914.789.779.900;485;42;40;Cloudy;30.871.547.951.659.800;34.722.535.028.553.900;0;Yellow
01/01/2024;20.10.00;5;117;6.500.170.472.853.140;392;16;42;Rainy;1.734.725.207.998.290;5.918.100.690.656.970;0;Red
01/01/2024;20.11.00;3;825;5.189.966.142.586.890;777;39;42;Windy;1.142.253.701.244.050;42.585.510.900.680.100;0;Green
01/01/2024;20.12.00;3;563;5.226.697.608.448.250;782;48;30;Cloudy;11.312.304.598.825.700;41.945.783.644.204.100;0;Yellow
01/01/2024;20.13.00;4;922;36.685.970.903.981.300;100;84;15;Rainy;2.068.557.005.923.590;8.643.872.060.163.140;0;Yellow
01/01/2024;20.14.00;1;686;3.301.737.475.183.270;570;56;41;Cloudy;3.329.564.307.654.040;7.569.249.288.456.650;0;Green
01/01/2024;20.15.00;3;671;3.728.032.075.544.240;567;86;43;Foggy;171.480.110.409.908;7.177.383.561.144.860;0;Green
01/01/2024;20.16.00;3;647;5.337.968.043.542.470;443;83;5;Foggy;20.678.942.017.526.000;44.335.729.024.671.500;0;Green
01/01/2024;20.17.00;2;986;2.174.931.116.132.530;448;63;27;Foggy;12.548.345.134.565.200;3.711.440.598.245.700;0;Green
01/01/2024;20.18.00;5;681;7.443.493.666.138.430;407;74;31;Rainy;22.339.319.831.724.500;8.224.995.727.712.100;1;Green
01/01/2024;20.19.00;1;176;29.377.022.572.986.500;728;56;43;Windy;274.136.766.071.426;30.352.774.160.547.000;0;Red
01/01/2024;20.20.00;2;304;33.205.320.612.283.100;689;97;9;Cloudy;1.677.875.902.943.040;53.285.785.422.061.100;1;Green
01/01/2024;20.21.00;4;744;5.109.657.058.685.870;223;73;49;Sunny;17.417.782.713.217.100;4.665.675.017.768.000;0;Yellow
01/01/2024;20.22.00;4;65;6.260.688.598.023.670;215;73;17;Foggy;31.049.375.635.156.700;6.422.257.202.092.940;0;Red
01/01/2024;20.23.00;3;526;25.743.743.284.663.800;747;69;3;Foggy;10.259.093.058.679.400;45.030.506.153.150.000;0;Yellow
01/01/2024;20.24.00;3;111;3.906.168.185.282.970;304;99;8;Sunny;25.911.767.713.752.400;48.672.321.559.698.400;0;Green
01/01/2024;20.25.00;4;930;7.812.047.633.446.140;215;87;6;Sunny;19.847.115.873.540.400;8.100.239.129.959.160;0;Yellow
01/01/2024;20.26.00;3;481;35.740.578.006.856.700;326;75;49;Rainy;17.459.512.839.036.700;6.619.132.940.427.110;0;Green
01/01/2024;20.27.00;1;719;3.878.300.870.378.880;683;42;7;Cloudy;2.643.984.580.609.690;387.409.516.397.621;0;Yellow
01/01/2024;20.28.00;3;317;7.018.990.943.708.200;33;22;42;Foggy;30.866.713.044.742.600;7.358.829.260.974.980;0;Yellow
01/01/2024;20.29.00;5;84;23.012.865.901.427.300;856;26;6;Windy;23.959.802.908.216.800;42.447.552.088.792.700;1;Green
01/01/2024;20.30.00;3;828;4.787.679.012.853.820;165;57;40;Rainy;107.773.655.485.764;55.980.295.806.748.800;1;Yellow
01/01/2024;20.31.00;2;625;42.777.005.867.100.200;76;36;39;Rainy;215.350.297.706.394;687.964.342.103.576;1;Red
01/01/2024;20.32.00;1;543;3.899.520.559.451.900;742;5;2;Windy;21.568.998.522.349.300;4.631.577.224.744.920;1;Yellow
01/01/2024;20.33.00;2;611;3.714.197.564.268.580;799;64;16;Windy;23.594.962.370.115.100;5.304.640.888.054.750;0;Red
01/01/2024;20.34.00;2;518;2.548.244.629.162.450;229;5;1;Windy;26.773.972.526.088.800;7.404.897.583.824.900;1;Red
01/01/2024;20.35.00;5;816;38.889.549.761.098.900;548;49;14;Sunny;10.482.960.088.358.500;8.627.465.720.546.060;0;Yellow
01/01/2024;20.36.00;1;710;22.583.144.162.940.100;817;21;45;Foggy;2.255.031.560.999.370;6.175.470.341.756.830;0;Red
01/01/2024;20.37.00;1;374;6.685.783.181.866.610;363;87;28;Sunny;2.470.769.423.451.470;30.598.258.293.397.300;0;Red
01/01/2024;20.38.00;1;353;438.936.676.374.807;734;24;49;Foggy;185.838.346.604.013;5.030.782.507.450.980;0;Yellow
01/01/2024;20.39.00;1;325;466.342.299.391.947;630;78;47;Sunny;26.709.130.664.760.800;5.391.806.009.073.200;0;Green
01/01/2024;20.40.00;1;918;736.156.751.870.079;298;89;21;Cloudy;15.704.442.928.229.200;5.035.041.720.013.460;0;Green
01/01/2024;20.41.00;5;733;5.948.329.903.167.320;228;71;3;Foggy;17.934.308.326.686.200;5.617.613.166.693.370;0;Red
01/01/2024;20.42.00;3;978;20.483.546.200.527.100;660;50;5;Rainy;3.406.888.368.560.810;6.795.997.522.910.390;0;Red
01/01/2024;20.43.00;2;250;765.904.893.776.771;354;87;37;Foggy;18.701.759.271.528.500;37.267.681.619.865.100;1;Green
01/01/2024;20.44.00;1;494;3.422.866.795.866.260;307;47;25;Foggy;18.662.522.184.143.600;4.635.783.053.205.030;0;Red
01/01/2024;20.45.00;3;954;2.645.685.108.559.150;271;69;10;Foggy;2.489.201.589.557.780;60.458.885.161.057.400;0;Green
01/01/2024;20.46.00;3;373;6.608.769.070.285.290;284;98;25;Cloudy;342.743.832.465.015;489.343.984.907.985;0;Yellow
01/01/2024;20.47.00;2;84;5.002.863.895.200.300;290;64;16;Sunny;3.457.701.114.882.500;8.946.512.028.812.150;0;Red
01/01/2024;20.48.00;5;531;46.026.233.961.081.000;719;59;23;Rainy;24.491.449.091.907.900;5.588.588.802.224.920;0;Yellow
01/01/2024;20.49.00;4;777;349.701.847.809.645;438;45;27;Sunny;10.027.175.495.123.300;8.218.794.921.553.290;0;Green
01/01/2024;20.50.00;4;529;52.848.289.391.739.100;745;35;34;Sunny;3.251.641.376.920.990;8.379.059.013.683.180;1;Green
01/01/2024;20.51.00;3;114;3.646.307.631.215.520;814;57;30;Windy;242.559.491.144.262;80.160.419.983.341;0;Yellow
01/01/2024;20.52.00;2;57;7.409.498.031.722.400;230;75;12;Cloudy;19.149.910.207.248.300;3.281.389.445.671.000;0;Red
01/01/2024;20.53.00;4;350;32.912.268.783.991.500;384;37;34;Windy;3.072.987.852.539.840;8.686.480.389.680.100;0;Yellow
01/01/2024;20.54.00;3;392;730.613.090.273.452;95;10;15;Cloudy;19.995.811.483.755.100;3.772.455.372.799.060;0;Yellow
01/01/2024;20.55.00;5;480;5.356.432.554.364.140;679;11;14;Sunny;10.851.112.655.006.600;3.206.421.766.285.760;0;Red
01/01/2024;20.56.00;4;473;6.970.928.803.371.440;340;41;42;Sunny;3.052.680.557.642.540;5.486.217.647.439.340;0;Green
01/01/2024;20.57.00;3;381;627.707.597.516.573;744;38;17;Cloudy;2.364.648.502.549.400;41.678.041.965.471.300;0;Yellow
01/01/2024;20.58.00;3;487;61.801.706.686.204.900;452;70;46;Sunny;18.453.588.455.604.900;4.105.179.177.979.410;0;Yellow
01/01/2024;20.59.00;1;637;39.460.748.461.703.300;128;10;36;Sunny;1.627.230.940.884.620;47.269.176.802.569.000;0;Green
01/01/2024;21.00.00;5;223;3.403.381.588.833.220;660;35;47;Rainy;24.844.936.485.385.600;4.490.433.631.481.120;0;Yellow
01/01/2024;21.01.00;1;608;3.265.317.366.084.720;541;51;47;Windy;15.201.238.705.627.500;7.108.772.412.900.910;0;Green
01/01/2024;21.02.00;2;576;7.143.149.942.357.530;66;30;48;Windy;1.809.627.216.392.500;412.066.383.981.642;0;Red
01/01/2024;21.03.00;1;922;692.256.092.155.412;398;32;40;Windy;2.591.325.773.534.950;6.258.709.831.183.550;0;Green
01/01/2024;21.04.00;1;708;46.434.411.680.738.400;846;12;26;Foggy;320.386.112.601.483;8.918.559.276.861.170;0;Green
01/01/2024;21.05.00;4;75;27.944.276.809.787.200;115;17;34;Rainy;2.332.225.820.978.990;5.594.294.525.737.730;0;Yellow
01/01/2024;21.06.00;3;869;429.351.351.186.475;122;40;44;Windy;28.977.659.957.477.300;6.851.238.652.772.610;0;Green
01/01/2024;21.07.00;5;654;5.716.060.724.821.460;873;57;34;Windy;29.076.515.094.076.000;8.816.230.066.379.240;1;Green
01/01/2024;21.08.00;1;455;4.726.418.926.879.710;165;55;27;Rainy;2.660.884.881.648.460;38.258.339.882.481.800;0;Yellow
01/01/2024;21.09.00;5;281;668.113.561.089.797;899;23;38;Sunny;1.614.595.844.201.290;5.511.642.055.758.290;0;Green
01/01/2024;21.10.00;1;582;7.985.736.933.508.310;46;72;37;Windy;3.166.971.495.375.600;8.101.154.401.171.520;0;Yellow
